All,모두
"select all","모두 선택"
"Items %1-%2 of %3","%3개의 상품 중 %1-%2"
Show,보기
"Sort By","정렬 기준"
"Set Ascending Direction",오름차순
"Set Descending Direction",내림차순
"View as",보기
"More Information","추가 정보"
OK,확인
"Select type of option.","옵션 타입을 선택해 주십시오."
"Please add rows to option.","옵션에 열 추가"
"Choose existing category.","카테고리를 선택해 주십시오."
"Image Detail","이미지 상세"
Adding...,추가중...
Added,추가됨
"unselect all","모두 해제"
"Recently Viewed/Compared Products","최근 본 상품/비교한 상품"
Storefront,스토어프론트
"List Mode","리스트 모드"
"Products per Page on Grid Allowed Values","그리드 보기에서 페이지당 보이는 상품 수"
Comma-separated.,"콤마 구분."
"Products per Page on Grid Default Value","그리드 보기에서 페이지당 보이는 기본 상품 수"
"Products per Page on List Allowed Values","리스트 보기에서 페이지당 보이는 상품 수"
"Products per Page on List Default Value","리스트 보기에서 페이지당 보이는 기본 상품 수"
"Use Flat Catalog Category","플랫 카탈로그 카테고리 사용"
"Use Flat Catalog Product","플랫 카탈로그 상품 사용"
"Allow All Products per Page","헌페이지에서 모든 상품 보기 허용"
"Whether to show ""All"" option in the ""Show X Per Page"" dropdown","""X개 보기"" 드롭다운 메뉴에서 ""모두 보기"" 활성화 여부"
"Page Title Separator","페이지 타이틀 구분자"
"Use Canonical Link Meta Tag For Categories","카테고리에 캐노니컬 링크 사용"
"Use Canonical Link Meta Tag For Products","상품에 캐노니컬 링크 사용"
"Catalog Price Scope","가격 적용범위"
"This defines the base currency scope (""Currency Setup"" > ""Currency Options"" > ""Base Currency"").","기본 통화 적용범위를 지정합니다. (""통화 설정"" > ""통화 옵션"" > ""기본 통화"")."
"Category Top Navigation","카테고리 탑 내비게이션"
"Use JavaScript Calendar","자바스트립트 달력 사용"
"Time Format","시간 형식"
"Year Range","연도 범위"
"Please use a four-digit year format.","4자리 연도를 사용해 주십시오."
"Top Level Category","최상위 카테고리"
"Category Products","카테고리 상품"
"Product Categories","상품 카테고리"
"Product Price","상품 가격"
"Index product prices","상품 가격 인덱스"
"Product EAV","상품 EAV"
"Index product EAV","상품 EAV 인덱스"
"Catalog New Products List","카타로그 신규 상품 리스트"
"List of Products that are set as New","신규로 지정된 상품 리스트"
"Display Type","디스플레이 타입"
"All products - recently added products, New products - products marked as new","모든 상품 - 최근 등록된 상품, 신규 상품 - 신규로 지정된 상품"
"All products","모든 상품"
"New products","신규 상품"
"Display Page Control","페이지 표시 컨트롤"
"Number of Products per Page","페이지당 상품 수"
"Number of Products to Display","보여질 상품 수"
Template,템플릿
"New Products Grid Template","신규 상품 그리드 템플릿"
"New Products List Template","신규 상품 리스트 템플릿"
"New Products Images and Names Template","신규 상품 이미지와 이름 템플릿"
"Cache Lifetime (Seconds)","캐시 활성시간 (초)"
"Catalog Product Link","카탈로그 상품 링크"
"Select Product...","상품 선택..."
"If empty, we'll use the product name here.","비어있다면 상품 이름을 사용합니다."
"Catalog Category Link","카탈로그 카테고리 링크"
"Select Category...","카테고리 선택..."
"If empty, we'll use the category name here.","비어있다면 카테고리 이름을 사용합니다."
"Recently Viewed Products","최근 본 상품"
Image,이미지
"Add to Wishlist","위시리스트에 추가"
"Recently Compared Products","최근 비교한 상품"
"Category Information","카테고리 정보"
"Enable Category","카테고리 활성화"
"Include in Menu","메뉴에 포함"
"Category Image","카테고리 이미지"
"Add CMS Block","CMS 블럭 추가"
"Display Settings","디스플레이 설정"
"Use All","모두 사용"
"URL Key","URL 키 "
"Meta Title","메타 타이틀"
"Meta Keywords","메타 키워드"
"Meta Description","메타 설명"
"Products in Category","카테고리 상품"
Theme,테마
Layout,레이아웃
"Layout Update XML","레이아웃 업데이트 XML"
"Apply Design to Products","상품에 디자인 적용"
AttributeSetText,"어트리뷰트 세트 텍스트"
StatusText,"상태 텍스트"
"Product Image Watermarks","상품 이미지 워터마크"
"Allowed file types: jpeg, gif, png.","사용가능한 파일 형식: jpeg, gif, png"
"Image Opacity","이미지 투명도"
"Example format: 200x300.","형식 예: 200x300"
"Image Position","이미지 위치"
"Attribute Properties","어트리뷰트 속성"
"Attribute Label","어트리뷰트 라벨"
Values,밸류
"Add this attribute to the list of column options in the product grid.","해당 어트리뷰트를 제품 그리드의 열 옵션 목록에 추가합니다."
"Add this attribute to the list of filter options in the product grid.","해당 어트리뷰트를 제품 그리드의 필터 옵션 목록에 추가합니다."
"Delete selected items?","선택한 항목을 삭제하시겠습니까?"
"Delete items","항목 삭제"
"Change status","상태 변경"
"Update attributes","어트리뷰트 업데이트"
"Add To Cart","장바구니 담기"
"Add To Compare","비교하기에 추가"
"Learn more","더 알아보기"
"Save Category","카테고리 저장"
"Delete Category","카테고리 삭제"
"New Subcategory","신규 하위 카테고리"
"New Root Category","신규 최상위 카테고리"
"Set Root Category for Store","스토어 최상위 카테고리 설정"
"Category Data","카테고리 데이터"
"There was a category move error. %1","카테고리 이동중 에러가 발생했습니다. %1"
"You moved the category","카테고리를 옮겼습니다."
"An attribute group named ""/name/"" already exists"".","""/name/"" 어트리뷰트 그룹이 이미 존재합니다""."
none,없음
"Sort Products By","상품 정렬 기준"
"Default Product Sorting","기본 상품 정렬"
"Use Parent Category Settings","부모 카테고리 설정 사용"
"Edit Event","이벤트 수정"
"Add Event","이벤트 추가"
Events,이벤트
"Add Catalog Event","카탈로그 이벤트 추가"
"Back to Category","카테고리로 돌아가기"
"Edit Catalog Event","카탈로그 이벤트 수정"
"Catalog Event Information","카탈로그 이벤트 정보"
"Category Page","카테고리 페이지"
"Product Page","상품 페이지"
"You deleted the event.","이벤트를 삭제했습니다."
"New Event","신규 이벤트"
"Something went wrong while saving this event.","이벤트 저장중 문제가 발생했습니다."
"We did not upload your image.","이미지를 업로드할 수 없습니다."
"You saved the event.","이벤트를 저장했습니다."
"%1 is required.","%1은 필수항목 입니다."
"Event for selected category","선택한 카테고리 이벤트"
"This product is no longer on sale.","해당 상품은 더이상 판매되지 않습니다."
"Select Category","카테고리 선택"
Days,일
Hrs,시
Mins,분
Sec,초
"Catalog Events","카탈로그 이벤트"
Start,시작
End,종료
"Category ""%1"" has not been created.","카테고리 ""%1""이 생성되지 않았습니다."
"Please enter a value for title.","타이틀 밸류를 입력해 주십시오."
"Please correct the parameters.","파라메터를 수정해 주십시오."
"Minimum Qty","최소 수량"
"Add Minimum Qty","최소 수량 추가"
"We can't rebuild the index for an undefined product.","정의되지 않은 제품에 대해 인덱스를 재생성할 수 없습니다."
"This product is out of stock.",품절상태입니다.
"Some of the products are out of stock.","몇가지 제품이 품절상태 입니다."
"Undefined product type","저으이되지 않은 상품 타입"
"%1 is not a correct comparison method.","%1은 잘못된 비교 방법 입니다."
"No Backorders","주문지연 없음"
"Allow Qty Below 0","0 이하의 수량을 허용"
"Allow Qty Below 0 and Notify Customer","0 이하의 수량을 허용하고 고객에게 통보"
"Unable to save Stock","재고를 저장할 수 없습니다."
"Unable to save Stock Status","재고 상태를 저장할 수 없습니다."
"Unable to remove Stock Status for product %1","상품 %1의 재고 상태를 삭제할 수 없습니다."
"Not all of your products are available in the requested quantity.","모든 제품이 요청된 수량을 가지고 있지 않습니다."
"The fewest you may purchase is %1.","가장 적은 결제 금액은 %1 입니다."
"Please correct the quantity for some products.","몇가지 제품의 수량을 수정해 주시기 바랍니다."
"The most you may purchase is %1.","가장 많은 결제 금액은 %1 입니다."
"Decimal qty increments is not allowed.","수량 증가값에 소수점은 사용할 수 없습니다."
"Stock Status","재고 상태"
"Product availability","상품 재고상태"
"Stock Options","재고 옵션"
"Decrease Stock When Order is Placed","주문시 재고수량 감소"
"Set Items' Status to be In Stock When Order is Cancelled","주문 캔슬시 품절상태 취소"
"Display Out of Stock Products","품절 상품 표시"
"Product Stock Options","상품 재고 옵션"
Backorders,"지연된 주문"
Stock,재고
"Index stock","재고 인덱스"
"Use Deferred Stock Update","지연된 재고 업데이트 사용"
"New Permission","새 권한"
"Display Product Prices","상품 가격 표시"
"You cannot add ""%1"" to the cart.","""%1""를 장바구니에 추가할 수 없습니다."
"Delete Rule","규칙 삭제"
"Save and Apply","저장하고 적용"
"Catalog Price Rule","카탈로그 가격 규칙"
"Add New Rule","신규 규칙 추가"
"Apply Rules","규칙 적용"
Conditions,조건
Promotions,프로모션
"You deleted the rule.","규칙을 삭제했습니다."
"New Catalog Price Rule","신규 카탈로그 가격 규칙"
"Edit Rule","규칙 수정"
"New Rule","신규 규칙"
"You saved the rule.","규칙을 저장했습니다."
"Something went wrong while saving the rule data. Please review the error log.","저장중 문제가 발생했습니다. 에러 로그를 확인해 주십시오."
Promo,프로모션
"Conditions Combination","조건 조합"
"Product Attribute","상품 어트리뷰트"
"Updated rules applied.","업데이트된 규칙을 적용합니다."
"Catalog Product Rule","카탈로그 상품 규칙"
"Rule Information","규칙 정보"
"Rule Name","규칙 이름"
Priority,우선순위
"Edit Rule '%1'","규칙 '%1' 수정"
"Scheduled Changes","예약된 변경"
"Update Information","정보 업데이트"
"Update Name","이름 업데이트"
"Save as a New Update","신규 업데이트로 저장"
"Delete the Update","업데이트 삭제"
"End Time","종료 시간"
"Catalog Price Rules","카탈로그 가격 규칙"
"Remove Catalog Price Rule from Campaign","캠페인에서 카탈로그 가격 규칙 제거"
"Move to Another Campaign","다른 켐페인으로 이동"
